state,district,year,gwq,sdp
maharashtra,Raigad,2016,73.5,1596121.0
maharashtra,Raigad,2017,49.630051,1661065.0
maharashtra,Raigad,2018,59.556,1728578.0
chhattisgarh,Raigarh,2000,41.25,60613.029449033835
chhattisgarh,Raigarh,2001,42.414635,69095.92750038933
chhattisgarh,Raigarh,2002,312.38147,67928.20822216057
maharashtra,Raigarh,2004,81.984314,599028.1154943785
chhattisgarh,Raigarh,2005,50.52,86399.03557352198
chhattisgarh,Raigarh,2006,44.08102,102835.45434201977
chhattisgarh,Raigarh,2007,44.855179,111148.14951274091
chhattisgarh,Raigarh,2008,125.04166,118439.98738179455
chhattisgarh,Raigarh,2009,82.760002,121728.50355879591
chhattisgarh,Raigarh,2011,46.633335,142273.0
chhattisgarh,Raigarh,2012,60.285713,148760.0
chhattisgarh,Raigarh,2013,71.5942,163494.0
maharashtra,Raigarh,2014,51.48785,1345341.0
chhattisgarh,Raigarh,2015,68.351349,168879.0
chhattisgarh,Raigarh,2016,53.933334,187541.0
maharashtra,Raigarh,2017,65.372566,1661065.0
chhattisgarh,Raigarh,2018,48.894493,209211.0
chhattisgarh,Raipur,2001,62.297058,69095.92750038933
chhattisgarh,Raipur,2002,76.222221,67928.20822216057
chhattisgarh,Raipur,2003,65.400002,80689.13119305942
chhattisgarh,Raipur,2004,64.054054,85010.50532014725
chhattisgarh,Raipur,2005,65.487183,86399.03557352198
chhattisgarh,Raipur,2006,55.684212,102835.45434201977
chhattisgarh,Raipur,2007,44.297298,111148.14951274091
chhattisgarh,Raipur,2008,58.243904,118439.98738179455
chhattisgarh,Raipur,2009,85.5,121728.50355879591
chhattisgarh,Raipur,2012,96.030304,148760.0
chhattisgarh,Raipur,2013,90.829269,163494.0
chhattisgarh,Raipur,2014,91.936958,165354.0
chhattisgarh,Raipur,2015,74.935822,168879.0
chhattisgarh,Raipur,2016,84.426285,187541.0
chhattisgarh,Raipur,2017,86.070328,194073.0
chhattisgarh,Raipur,2018,66.352272,209211.0
madhya pradesh,Raisen,2000,130.45,142623.92245088037
madhya pradesh,Raisen,2001,104.75,152826.6075400632
madhya pradesh,Raisen,2002,95.900002,144856.76138662823
madhya pradesh,Raisen,2004,107.11765,166392.43950471698
madhya pradesh,Raisen,2005,19.833334,174775.328567217
madhya pradesh,Raisen,2006,112.38461,190708.6450176887
madhya pradesh,Raisen,2007,107.88,199720.87510613207
madhya pradesh,Raisen,2008,125.78947,224971.10261792454
madhya pradesh,Raisen,2009,122.05264,246297.10579599056
madhya pradesh,Raisen,2010,97.099998,259230.23037146227
madhya pradesh,Raisen,2011,152.85715,282371.0
madhya pradesh,Raisen,2012,116.10526,306853.0
madhya pradesh,Raisen,2013,107.80339,322598.0
madhya pradesh,Raisen,2014,119.64,339247.0
madhya pradesh,Raisen,2016,96.269234,419465.0
madhya pradesh,Raisen,2017,83.555557,441956.0
madhya pradesh,Raisen,2018,102.44,482361.0
telangana,Rajanna Sircilla,2004,248.0,161790.06689829516
telangana,Rajanna Sircilla,2006,268.0,208477.0974396334
telangana,Rajanna Sircilla,2007,212.66667,229691.84931694498
telangana,Rajanna Sircilla,2008,893.0,260994.69248203633
telangana,Rajanna Sircilla,2009,248.0,261701.24352747787
telangana,Rajanna Sircilla,2010,203.33333,307973.2512484278
telangana,Rajanna Sircilla,2011,354.5,325139.0
telangana,Rajanna Sircilla,2012,159.5,334205.0
telangana,Rajanna Sircilla,2013,215.0,349593.0
telangana,Rajanna Sircilla,2014,182.0,372897.0
telangana,Rajanna Sircilla,2015,188.0,416892.0
telangana,Rajanna Sircilla,2016,265.0,455731.0
telangana,Rajanna Sircilla,2017,207.5,498145.0
telangana,Rajanna Sircilla,2018,253.5,544441.0
jammu and kashmir,Rajauri,2000,17.25,37710.042182414036
jammu and kashmir,Rajauri,2001,18.516666,38436.2253616112
jammu and kashmir,Rajauri,2002,23.25,40392.58452347819
jammu and kashmir,Rajauri,2003,24.833334,42468.16778939248
jammu and kashmir,Rajauri,2004,20.666666,44760.52215357458
jammu and kashmir,Rajauri,2005,19.285715,46834.049691085616
jammu and kashmir,Rajauri,2006,20.125,49568.64624889674
jammu and kashmir,Rajauri,2007,13.3125,52629.93389232127
jammu and kashmir,Rajauri,2008,16.950001,55925.67043248014
jammu and kashmir,Rajauri,2009,16.4,58635.28473080318
jammu and kashmir,Rajauri,2010,23.683332,61986.75092674316
jammu and kashmir,Rajauri,2012,18.5,67316.0
jammu and kashmir,Rajauri,2013,20.0,70536.0
jammu and kashmir,Rajauri,2014,21.0,67154.0
jammu and kashmir,Rajauri,2015,33.857143,80602.0
jammu and kashmir,Rajauri,2016,16.888889,82636.0
madhya pradesh,Rajgarh,2000,209.0,142623.92245088037
madhya pradesh,Rajgarh,2001,203.0,152826.6075400632
madhya pradesh,Rajgarh,2002,67.375,144856.76138662823
madhya pradesh,Rajgarh,2004,141.5,166392.43950471698
madhya pradesh,Rajgarh,2005,139.46666,174775.328567217
madhya pradesh,Rajgarh,2006,188.5,190708.6450176887
madhya pradesh,Rajgarh,2007,118.92857,199720.87510613207
madhya pradesh,Rajgarh,2008,169.92857,224971.10261792454
madhya pradesh,Rajgarh,2009,128.75,246297.10579599056
madhya pradesh,Rajgarh,2010,168.07143,259230.23037146227
madhya pradesh,Rajgarh,2011,155.78572,282371.0
madhya pradesh,Rajgarh,2012,191.49014,306853.0
madhya pradesh,Rajgarh,2013,154.16742,322598.0
madhya pradesh,Rajgarh,2014,143.70589,339247.0
madhya pradesh,Rajgarh,2016,176.23529,419465.0
madhya pradesh,Rajgarh,2017,176.3,441956.0
madhya pradesh,Rajgarh,2018,179.39999,482361.0
gujarat,Rajkot,2000,355.95834,187486.06471907918
gujarat,Rajkot,2002,442.28571,220397.15650232672
gujarat,Rajkot,2004,583.71875,272449.2629108957
gujarat,Rajkot,2005,430.66666,311996.4362722108
gujarat,Rajkot,2006,270.08334,338383.36050177214
gujarat,Rajkot,2007,389.33334,378395.5156254638
gujarat,Rajkot,2008,497.85715,394570.23835956375
gujarat,Rajkot,2009,320.06897,450323.76586738543
gujarat,Rajkot,2010,560.03027,499605.5063968227
gujarat,Rajkot,2011,437.56818,532809.0
gujarat,Rajkot,2012,324.6579,596659.0
gujarat,Rajkot,2013,479.29999,641489.0
gujarat,Rajkot,2014,617.02222,705629.0
gujarat,Rajkot,2015,519.79413,774775.0
gujarat,Rajkot,2016,688.65118,843930.0
gujarat,Rajkot,2017,601.70587,946511.0
gujarat,Rajkot,2018,503.58823,1034399.0
chhattisgarh,Rajnandgaon,2001,82.631577,69095.92750038933
chhattisgarh,Rajnandgaon,2002,49.105263,67928.20822216057
chhattisgarh,Rajnandgaon,2004,43.555557,85010.50532014725
chhattisgarh,Rajnandgaon,2005,40.200001,86399.03557352198
chhattisgarh,Rajnandgaon,2006,80.739128,102835.45434201977
chhattisgarh,Rajnandgaon,2007,50.5,111148.14951274091
chhattisgarh,Rajnandgaon,2008,124.79166,118439.98738179455
chhattisgarh,Rajnandgaon,2009,82.625,121728.50355879591
chhattisgarh,Rajnandgaon,2012,73.272728,148760.0
chhattisgarh,Rajnandgaon,2013,14.0,163494.0
chhattisgarh,Rajnandgaon,2014,122.73666,165354.0
chhattisgarh,Rajnandgaon,2015,91.496773,168879.0
chhattisgarh,Rajnandgaon,2016,110.16046,187541.0
chhattisgarh,Rajnandgaon,2017,99.383064,194073.0
chhattisgarh,Rajnandgaon,2018,83.595833,209211.0
jammu and kashmir,Rajouri,2000,17.0,37710.042182414036
jammu and kashmir,Rajouri,2003,32.0,42468.16778939248
jammu and kashmir,Rajouri,2007,14.0,52629.93389232127
jammu and kashmir,Rajouri,2008,11.0,55925.67043248014
jammu and kashmir,Rajouri,2012,32.0,67316.0
jammu and kashmir,Rajouri,2013,32.0,70536.0
jammu and kashmir,Rajouri,2014,25.0,67154.0
jammu and kashmir,Rajouri,2015,30.0,80602.0
jammu and kashmir,Rajouri,2016,10.5,82636.0
rajasthan,Rajsamand,2000,298.5625,174261.4982756208
rajasthan,Rajsamand,2001,354.61905,194105.22164539358
rajasthan,Rajsamand,2002,204.66667,170786.6612538214
rajasthan,Rajsamand,2004,218.05,219623.783673409
rajasthan,Rajsamand,2005,407.0,234376.38095379015
rajasthan,Rajsamand,2006,223.09525,261962.91892931657
rajasthan,Rajsamand,2007,393.42105,273897.97681369574
rajasthan,Rajsamand,2008,251.85001,296931.6051077934
rajasthan,Rajsamand,2009,344.04001,314236.5616057293
rajasthan,Rajsamand,2010,260.47369,361436.6835150852
rajasthan,Rajsamand,2011,338.5,395331.0
rajasthan,Rajsamand,2012,352.90475,409802.0
rajasthan,Rajsamand,2013,380.63635,434292.0
rajasthan,Rajsamand,2014,220.23077,465408.0
rajasthan,Rajsamand,2015,538.77777,501922.0
rajasthan,Rajsamand,2016,351.25,529650.0
rajasthan,Rajsamand,2017,407.67999,557618.0
rajasthan,Rajsamand,2018,183.29167,568102.0
karnataka,Ramanagara,2001,89.625,281266.3155456815
karnataka,Ramanagara,2002,135.0,296352.99111225107
karnataka,Ramanagara,2004,171.89999,332758.6518626028
karnataka,Ramanagara,2005,78.0,366994.56342525396
karnataka,Ramanagara,2006,130.76471,405152.54746008705
karnataka,Ramanagara,2009,165.78572,488554.19922593125
karnataka,Ramanagara,2010,143.18182,538791.629511369
karnataka,Ramanagara,2012,314.93332,593192.0
karnataka,Ramanagara,2013,160.25807,646787.0
karnataka,Ramanagara,2014,208.76086,671283.0
karnataka,Ramanagara,2016,173.7052,851394.0
karnataka,Ramanagara,2017,151.21428,915642.0
karnataka,Ramanagara,2018,121.726,974815.0
tamil nadu,Ramanathapuram,2000,635.64703,288498.3205747694
tamil nadu,Ramanathapuram,2001,642.73914,282908.6927283517
tamil nadu,Ramanathapuram,2002,658.33331,284324.36644762417
tamil nadu,Ramanathapuram,2004,1311.75,337921.3167903381
tamil nadu,Ramanathapuram,2005,540.61902,386683.4090471607
tamil nadu,Ramanathapuram,2006,913.0,447233.3527585457
tamil nadu,Ramanathapuram,2007,887.5238,475248.4774441926
tamil nadu,Ramanathapuram,2009,701.22223,552763.8529603527
tamil nadu,Ramanathapuram,2010,637.93335,628152.0055419293
tamil nadu,Ramanathapuram,2011,631.23077,674478.0
tamil nadu,Ramanathapuram,2012,846.93335,709343.0
tamil nadu,Ramanathapuram,2013,1125.0,750416.0
tamil nadu,Ramanathapuram,2014,818.29999,791915.0
tamil nadu,Ramanathapuram,2015,450.76923,862437.0
tamil nadu,Ramanathapuram,2016,514.14355,922084.0
tamil nadu,Ramanathapuram,2017,1081.2222,1000308.0
tamil nadu,Ramanathapuram,2018,799.22076,1071602.0
jharkhand,Ramgarh,2001,50.0,70260.19384688395
jharkhand,Ramgarh,2004,107.0,90933.94772758461
jharkhand,Ramgarh,2005,39.5,86858.23663560263
jharkhand,Ramgarh,2007,249.0,107985.77685043102
jharkhand,Ramgarh,2008,125.33334,103644.40755018276
jharkhand,Ramgarh,2009,103.0,113915.95362850405
jharkhand,Ramgarh,2010,102.5,130487.88405254687
jharkhand,Ramgarh,2011,121.33334,137383.0
jharkhand,Ramgarh,2012,118.5,149526.0
uttar pradesh,Rampur,2000,22.82,351083.83971582167
uttar pradesh,Rampur,2001,73.777779,357470.77254969825
uttar pradesh,Rampur,2016,28.0,888453.0
uttar pradesh,Rampur,2018,35.5,949184.0
jharkhand,Ranchi,2004,109.58334,90933.94772758461
jharkhand,Ranchi,2005,46.18182,86858.23663560263
jharkhand,Ranchi,2006,35.257141,88313.3580473321
jharkhand,Ranchi,2007,51.76923,107985.77685043102
jharkhand,Ranchi,2008,52.281818,103644.40755018276
jharkhand,Ranchi,2009,57.363636,113915.95362850405
jharkhand,Ranchi,2010,58.75,130487.88405254687
jharkhand,Ranchi,2011,41.356667,137383.0
jharkhand,Ranchi,2012,66.826088,149526.0
jharkhand,Ranchi,2013,76.823532,150609.0
telangana,Ranga Reddy,2004,216.33333,161790.06689829516
telangana,Ranga Reddy,2005,189.0,187774.5444577278
telangana,Ranga Reddy,2006,228.0,208477.0974396334
telangana,Ranga Reddy,2007,132.50999,229691.84931694498
telangana,Ranga Reddy,2008,148.2,260994.69248203633
telangana,Ranga Reddy,2009,182.5,261701.24352747787
telangana,Ranga Reddy,2010,98.85714,307973.2512484278
telangana,Ranga Reddy,2011,138.5625,325139.0
telangana,Ranga Reddy,2012,148.5,334205.0
telangana,Ranga Reddy,2013,172.89473,349593.0
telangana,Ranga Reddy,2014,150.25,372897.0
telangana,Ranga Reddy,2015,195.78572,416892.0
telangana,Ranga Reddy,2016,189.75,455731.0
telangana,Ranga Reddy,2017,164.29167,498145.0
telangana,Ranga Reddy,2018,183.42105,544441.0
madhya pradesh,Ratlam,2000,241.71428,142623.92245088037
madhya pradesh,Ratlam,2001,150.25,152826.6075400632
madhya pradesh,Ratlam,2002,224.53334,144856.76138662823
madhya pradesh,Ratlam,2004,230.45454,166392.43950471698
madhya pradesh,Ratlam,2005,179.05882,174775.328567217
madhya pradesh,Ratlam,2006,207.5,190708.6450176887
madhya pradesh,Ratlam,2007,163.44444,199720.87510613207
madhya pradesh,Ratlam,2008,216.22223,224971.10261792454
madhya pradesh,Ratlam,2009,138.36842,246297.10579599056
madhya pradesh,Ratlam,2010,307.33334,259230.23037146227
madhya pradesh,Ratlam,2011,67.0,282371.0
madhya pradesh,Ratlam,2012,151.06476,306853.0
madhya pradesh,Ratlam,2013,145.91667,322598.0
madhya pradesh,Ratlam,2014,150.83333,339247.0
madhya pradesh,Ratlam,2015,157.79167,370716.0
madhya pradesh,Ratlam,2016,223.70833,419465.0
madhya pradesh,Ratlam,2017,180.56,441956.0
madhya pradesh,Ratlam,2018,147.73145,482361.0
maharashtra,Ratnagiri,2000,16.166666,462182.04589375335
maharashtra,Ratnagiri,2001,15.384615,478508.99779191246
maharashtra,Ratnagiri,2002,15.230769,511507.57436596503
maharashtra,Ratnagiri,2004,21.116667,599028.1154943785
maharashtra,Ratnagiri,2005,14.363636,685815.41856348
maharashtra,Ratnagiri,2006,18.747221,780279.5182740722
maharashtra,Ratnagiri,2007,14.013889,871096.2491881064
maharashtra,Ratnagiri,2008,14.129032,884779.143581586
maharashtra,Ratnagiri,2009,14.214286,970264.8556553777
maharashtra,Ratnagiri,2012,33.366665,1189711.0
maharashtra,Ratnagiri,2013,44.86842,1267551.0
maharashtra,Ratnagiri,2014,26.354166,1345341.0
maharashtra,Ratnagiri,2015,69.485718,1452513.0
maharashtra,Ratnagiri,2016,50.552631,1596121.0
maharashtra,Ratnagiri,2017,305.92871,1661065.0
maharashtra,Ratnagiri,2018,43.472206,1728578.0
odisha,Rayagada,2000,44.727272,98181.20095221567
odisha,Rayagada,2002,30.873819,103409.86331502158
odisha,Rayagada,2004,39.388889,133986.11438993324
odisha,Rayagada,2008,14.7,183688.70172154246
odisha,Rayagada,2009,11.285714,185166.77232022234
odisha,Rayagada,2012,53.572727,216301.0
odisha,Rayagada,2013,73.46154,233122.0
odisha,Rayagada,2014,57.137222,235931.0
odisha,Rayagada,2015,45.35294,253192.0
odisha,Rayagada,2016,46.189999,293348.0
odisha,Rayagada,2017,119.28571,316192.0
odisha,Rayagada,2018,45.400002,338339.0
jammu and kashmir,Reasi,2000,12.62,37710.042182414036
jammu and kashmir,Reasi,2001,15.5,38436.2253616112
jammu and kashmir,Reasi,2002,19.799999,40392.58452347819
jammu and kashmir,Reasi,2003,18.4,42468.16778939248
jammu and kashmir,Reasi,2004,24.200001,44760.52215357458
jammu and kashmir,Reasi,2005,20.5,46834.049691085616
jammu and kashmir,Reasi,2006,22.333334,49568.64624889674
jammu and kashmir,Reasi,2007,18.416666,52629.93389232127
jammu and kashmir,Reasi,2008,23.666666,55925.67043248014
jammu and kashmir,Reasi,2009,11.85,58635.28473080318
jammu and kashmir,Reasi,2010,20.799999,61986.75092674316
jammu and kashmir,Reasi,2012,21.25,67316.0
jammu and kashmir,Reasi,2013,40.333332,70536.0
jammu and kashmir,Reasi,2014,20.125,67154.0
jammu and kashmir,Reasi,2015,26.857143,80602.0
jammu and kashmir,Reasi,2016,16.666666,82636.0
jammu and kashmir,ReasiÃƒâ€šÃ‚Â ,2015,18.0,80602.0
jammu and kashmir,ReasiÃƒâ€šÃ‚Â ,2016,14.0,82636.0
madhya pradesh,Rewa,2000,46.0,142623.92245088037
madhya pradesh,Rewa,2001,55.240002,152826.6075400632
madhya pradesh,Rewa,2002,52.153847,144856.76138662823
madhya pradesh,Rewa,2004,53.75,166392.43950471698
madhya pradesh,Rewa,2005,63.75,174775.328567217
madhya pradesh,Rewa,2006,25.0,190708.6450176887
madhya pradesh,Rewa,2007,49.243904,199720.87510613207
madhya pradesh,Rewa,2008,48.42857,224971.10261792454
madhya pradesh,Rewa,2009,50.925926,246297.10579599056
madhya pradesh,Rewa,2010,29.764706,259230.23037146227
madhya pradesh,Rewa,2011,39.620689,282371.0
madhya pradesh,Rewa,2012,84.789284,306853.0
madhya pradesh,Rewa,2013,93.827583,322598.0
madhya pradesh,Rewa,2014,91.206894,339247.0
madhya pradesh,Rewa,2015,96.333336,370716.0
madhya pradesh,Rewa,2016,73.566666,419465.0
madhya pradesh,Rewa,2017,61.09375,441956.0
madhya pradesh,Rewa,2018,74.465118,482361.0
haryana,Rewari,2000,410.0,108122.61080440917
haryana,Rewari,2001,74.0,116473.59577669726
haryana,Rewari,2002,1940.0909,123614.0477018113
haryana,Rewari,2004,358.63635,147481.865369694
haryana,Rewari,2005,322.0,160804.87167161863
haryana,Rewari,2006,221.55556,179088.29885884066
haryana,Rewari,2007,585.72729,193107.4745746674
haryana,Rewari,2008,570.09088,207975.053310876
haryana,Rewari,2009,648.16669,233960.81678999262
haryana,Rewari,2010,384.60001,249822.19019322115
haryana,Rewari,2011,529.44446,271152.0
haryana,Rewari,2012,1318.1428,289756.0
haryana,Rewari,2013,165.2,314931.0
haryana,Rewari,2014,343.29999,333359.0
haryana,Rewari,2016,628.49591,412055.0
haryana,Rewari,2017,254.5,434407.0
haryana,Rewari,2018,587.16669,470328.0
meghalaya,Ri Bhoi,2014,27.299999,17893.0
meghalaya,Ri Bhoi,2015,44.0,18330.0
meghalaya,Ri Bhoi,2016,26.25,19295.0
meghalaya,Ri Bhoi,2017,18.374287,19964.0
meghalaya,Ri Bhoi,2018,55.200714,20968.0
haryana,Rohtak,2000,568.00623,108122.61080440917
haryana,Rohtak,2002,653.0,123614.0477018113
haryana,Rohtak,2004,489.75,147481.865369694
haryana,Rohtak,2005,265.375,160804.87167161863
haryana,Rohtak,2007,368.57144,193107.4745746674
haryana,Rohtak,2008,476.4375,207975.053310876
haryana,Rohtak,2009,306.83334,233960.81678999262
haryana,Rohtak,2010,343.78571,249822.19019322115
haryana,Rohtak,2011,532.3125,271152.0
haryana,Rohtak,2012,504.84616,289756.0
haryana,Rohtak,2013,407.07693,314931.0
haryana,Rohtak,2014,358.0,333359.0
haryana,Rohtak,2015,381.76923,372700.0
haryana,Rohtak,2016,403.08334,412055.0
haryana,Rohtak,2017,274.90909,434407.0
haryana,Rohtak,2018,455.54544,470328.0
bihar,Rohtas,2004,156.33333,123786.48249318643
bihar,Rohtas,2005,121.75,120702.7141776237
bihar,Rohtas,2007,47.799999,148922.3697701531
bihar,Rohtas,2008,29.275,171625.46728329768
bihar,Rohtas,2009,245.0,179835.9122150076
bihar,Rohtas,2010,79.055557,207295.21074574778
bihar,Rohtas,2011,79.5,228497.0
bihar,Rohtas,2012,81.456245,236933.0
bihar,Rohtas,2013,76.627693,246915.0
bihar,Rohtas,2016,48.028332,289265.0
punjab,Rupnagar,2000,62.36842,130870.00549422811
punjab,Rupnagar,2001,18.0,132574.969948761
punjab,Rupnagar,2002,47.700001,134833.06381928446
punjab,Rupnagar,2004,34.444443,150374.55025659368
punjab,Rupnagar,2005,44.23077,157747.6323300751
punjab,Rupnagar,2006,54.0,174760.55643236218
punjab,Rupnagar,2007,31.866667,189894.4098783096
punjab,Rupnagar,2008,44.477779,200421.39678947636
punjab,Rupnagar,2009,31.99,213223.87539693547
punjab,Rupnagar,2010,32.81818,226995.577251856
punjab,Rupnagar,2011,51.272728,239227.0
punjab,Rupnagar,2012,45.0,251813.0
punjab,Rupnagar,2013,67.991669,267515.0
punjab,Rupnagar,2014,45.5,278485.0
punjab,Rupnagar,2015,52.299999,294895.0
punjab,Rupnagar,2016,51.799999,315783.0
punjab,Rupnagar,2017,44.727272,335057.0
punjab,Rupnagar,2018,58.625,353942.0
punjab,S.A.S Nagar,2000,15.0,130870.00549422811
punjab,S.A.S Nagar,2002,21.0,134833.06381928446
punjab,S.A.S Nagar,2004,14.0,150374.55025659368
punjab,S.A.S Nagar,2005,14.0,157747.6323300751
punjab,S.A.S Nagar,2006,11.0,174760.55643236218
punjab,S.A.S Nagar,2007,13.0,189894.4098783096
punjab,S.A.S Nagar,2008,6.6999998,200421.39678947636
punjab,S.A.S Nagar,2009,6.6999998,213223.87539693547
punjab,S.A.S Nagar,2010,25.0,226995.577251856
punjab,S.A.S Nagar,2011,21.0,239227.0
punjab,S.A.S Nagar,2014,21.0,278485.0
punjab,S.A.S Nagar,2015,14.0,294895.0
punjab,S.A.S Nagar,2018,21.0,353942.0
gujarat,Sabar Kantha,2000,249.64999,187486.06471907918
gujarat,Sabar Kantha,2001,363.76471,202722.52060396783
gujarat,Sabar Kantha,2002,252.14285,220397.15650232672
gujarat,Sabar Kantha,2004,280.4762,272449.2629108957
gujarat,Sabar Kantha,2005,316.54544,311996.4362722108
gujarat,Sabar Kantha,2006,305.42856,338383.36050177214
gujarat,Sabar Kantha,2007,252.875,378395.5156254638
gujarat,Sabar Kantha,2008,305.58334,394570.23835956375
gujarat,Sabar Kantha,2009,281.94446,450323.76586738543
gujarat,Sabar Kantha,2010,240.6842,499605.5063968227
gujarat,Sabar Kantha,2011,284.85001,532809.0
gujarat,Sabar Kantha,2012,275.85184,596659.0
gujarat,Sabar Kantha,2013,290.66666,641489.0
gujarat,Sabar Kantha,2014,247.55173,705629.0
gujarat,Sabar Kantha,2015,267.84375,774775.0
gujarat,Sabar Kantha,2016,287.79999,843930.0
gujarat,Sabar Kantha,2017,255.11429,946511.0
gujarat,Sabar Kantha,2018,337.02704,1034399.0
madhya pradesh,Sagar,2000,125.11111,142623.92245088037
madhya pradesh,Sagar,2001,99.571426,152826.6075400632
madhya pradesh,Sagar,2002,83.599998,144856.76138662823
madhya pradesh,Sagar,2004,138.5625,166392.43950471698
madhya pradesh,Sagar,2005,101.61539,174775.328567217
madhya pradesh,Sagar,2006,87.291664,190708.6450176887
madhya pradesh,Sagar,2007,139.05714,199720.87510613207
madhya pradesh,Sagar,2008,150.8,224971.10261792454
madhya pradesh,Sagar,2009,102.44444,246297.10579599056
madhya pradesh,Sagar,2010,89.708336,259230.23037146227
madhya pradesh,Sagar,2011,84.896553,282371.0
madhya pradesh,Sagar,2012,97.0,306853.0
madhya pradesh,Sagar,2013,100.19231,322598.0
madhya pradesh,Sagar,2014,125.56667,339247.0
madhya pradesh,Sagar,2015,130.875,370716.0
madhya pradesh,Sagar,2016,158.67741,419465.0
madhya pradesh,Sagar,2017,106.29269,441956.0
madhya pradesh,Sagar,2018,118.0625,482361.0
uttar pradesh,Saharanpur,2000,51.666668,351083.83971582167
uttar pradesh,Saharanpur,2001,47.666668,357470.77254969825
uttar pradesh,Saharanpur,2016,31.830233,888453.0
uttar pradesh,Saharanpur,2018,54.137501,949184.0
bihar,Saharsa,2000,30.0,110615.1637047949
bihar,Saharsa,2005,78.25,120702.7141776237
bihar,Saharsa,2007,35.474998,148922.3697701531
bihar,Saharsa,2008,54.285713,171625.46728329768
bihar,Saharsa,2009,55.666668,179835.9122150076
bihar,Saharsa,2010,40.400002,207295.21074574778
bihar,Saharsa,2011,29.285715,228497.0
bihar,Saharsa,2012,41.75,236933.0
bihar,Saharsa,2013,66.718185,246915.0
bihar,Saharsa,2016,65.821426,289265.0
jharkhand,Sahebganj,2000,178.0,65731.49293120936
jharkhand,Sahebganj,2004,90.775002,90933.94772758461
jharkhand,Sahebganj,2005,113.5,86858.23663560263
jharkhand,Sahebganj,2008,152.66667,103644.40755018276
jharkhand,Sahebganj,2009,184.66667,113915.95362850405
jharkhand,Sahebganj,2010,161.0,130487.88405254687
jharkhand,Sahebganj,2011,166.61,137383.0
jharkhand,Sahebganj,2012,112.0,149526.0
jharkhand,Sahebganj,2013,126.2,150609.0
jharkhand,Sahebganj,2016,48.0,176363.0
punjab,Sahibzada Ajit Singh Nagar,2000,161.21819,130870.00549422811
punjab,Sahibzada Ajit Singh Nagar,2002,133.66667,134833.06381928446
punjab,Sahibzada Ajit Singh Nagar,2004,115.83334,150374.55025659368
punjab,Sahibzada Ajit Singh Nagar,2005,64.25,157747.6323300751
punjab,Sahibzada Ajit Singh Nagar,2006,80.375,174760.55643236218
punjab,Sahibzada Ajit Singh Nagar,2007,63.718182,189894.4098783096
punjab,Sahibzada Ajit Singh Nagar,2008,90.5,200421.39678947636
punjab,Sahibzada Ajit Singh Nagar,2009,65.666664,213223.87539693547
punjab,Sahibzada Ajit Singh Nagar,2010,74.63636,226995.577251856
punjab,Sahibzada Ajit Singh Nagar,2011,137.18182,239227.0
punjab,Sahibzada Ajit Singh Nagar,2012,72.211113,251813.0
punjab,Sahibzada Ajit Singh Nagar,2013,51.375,267515.0
punjab,Sahibzada Ajit Singh Nagar,2014,164.42857,278485.0
punjab,Sahibzada Ajit Singh Nagar,2015,287.33334,294895.0
punjab,Sahibzada Ajit Singh Nagar,2016,357.5,315783.0
punjab,Sahibzada Ajit Singh Nagar,2017,66.099998,335057.0
punjab,Sahibzada Ajit Singh Nagar,2018,168.5,353942.0
tamil nadu,Salem,2000,424.70587,288498.3205747694
tamil nadu,Salem,2001,312.4375,282908.6927283517
tamil nadu,Salem,2002,312.33334,284324.36644762417
tamil nadu,Salem,2004,201.25,337921.3167903381
tamil nadu,Salem,2005,223.14285,386683.4090471607
tamil nadu,Salem,2006,341.1875,447233.3527585457
tamil nadu,Salem,2007,195.0,475248.4774441926
tamil nadu,Salem,2009,284.15384,552763.8529603527
tamil nadu,Salem,2010,259.72726,628152.0055419293
tamil nadu,Salem,2011,367.89999,674478.0
tamil nadu,Salem,2012,219.28572,709343.0
tamil nadu,Salem,2013,275.0,750416.0
tamil nadu,Salem,2014,220.16364,791915.0
tamil nadu,Salem,2016,531.54114,922084.0
tamil nadu,Salem,2017,349.44788,1000308.0
tamil nadu,Salem,2018,419.53711,1071602.0
bihar,Samastipur,2001,323.0,104271.73783034184
bihar,Samastipur,2004,206.0,123786.48249318643
bihar,Samastipur,2006,106.57143,141592.2454273824
bihar,Samastipur,2008,21.0,171625.46728329768
bihar,Samastipur,2009,158.0,179835.9122150076
bihar,Samastipur,2010,230.0,207295.21074574778
bihar,Samastipur,2011,119.104,228497.0
bihar,Samastipur,2012,126.172,236933.0
bihar,Samastipur,2013,68.466667,246915.0
odisha,Sambalpur,2000,64.222221,98181.20095221567
odisha,Sambalpur,2002,63.234093,103409.86331502158
odisha,Sambalpur,2004,63.251999,133986.11438993324
odisha,Sambalpur,2008,29.950001,183688.70172154246
odisha,Sambalpur,2009,72.666664,185166.77232022234
odisha,Sambalpur,2012,77.514282,216301.0
odisha,Sambalpur,2013,99.159088,233122.0
odisha,Sambalpur,2014,65.086205,235931.0
odisha,Sambalpur,2015,77.876923,253192.0
odisha,Sambalpur,2016,74.975327,293348.0
odisha,Sambalpur,2017,98.896103,316192.0
odisha,Sambalpur,2018,75.239433,338339.0
uttar pradesh,Sambhal,2004,14.0,407921.1791392405
uttar pradesh,Sambhal,2016,92.0,888453.0
uttar pradesh,Sambhal,2018,99.400002,949184.0
telangana,Sangareddy,2004,147.0,161790.06689829516
